timestamp,warp_x,warp_y,aspect_ratio,left_z,right_z,risk
2026-06-06 19:23:41,918.0,227.6,0.693,60,340,FALL IMMINENT
2026-06-06 19:23:42,941.0,237.1,0.723,60,340,FALL IMMINENT
2026-06-06 19:23:42,941.0,237.1,0.723,60,340,FALL IMMINENT
2026-06-06 19:23:42,941.0,237.1,0.723,60,340,FALL IMMINENT
2026-06-06 19:23:43,939.4,238.9,0.726,60,340,FALL IMMINENT
2026-06-06 19:23:43,928.7,231.3,0.711,60,340,FALL IMMINENT
2026-06-06 19:23:43,928.7,231.3,0.711,60,340,FALL IMMINENT
2026-06-06 19:23:43,928.7,231.3,0.711,60,340,FALL IMMINENT
2026-06-06 19:23:43,921.7,229.9,0.687,60,340,FALL IMMINENT
2026-06-06 19:23:43,921.7,229.9,0.687,60,340,FALL IMMINENT
2026-06-06 19:23:43,921.7,229.9,0.687,60,340,FALL IMMINENT
2026-06-06 19:23:43,934.0,240.9,0.714,60,340,FALL IMMINENT
2026-06-06 19:23:43,934.0,240.9,0.714,60,340,FALL IMMINENT
2026-06-06 19:23:43,934.0,240.9,0.714,60,340,FALL IMMINENT
2026-06-06 19:23:44,928.5,224.0,0.674,60,340,FALL IMMINENT
2026-06-06 19:23:44,928.5,224.0,0.674,60,340,FALL IMMINENT
2026-06-06 19:23:44,928.5,224.0,0.674,60,340,FALL IMMINENT
2026-06-06 19:23:44,922.0,233.3,0.696,60,340,FALL IMMINENT
2026-06-06 19:23:44,922.0,233.3,0.696,60,340,FALL IMMINENT
2026-06-06 19:23:44,922.0,233.3,0.696,60,340,FALL IMMINENT
2026-06-06 19:23:45,683.2,165.8,1.085,60,340,FALL IMMINENT
2026-06-06 19:23:45,683.2,165.8,1.085,60,340,FALL IMMINENT
2026-06-06 19:23:45,683.2,165.8,1.085,60,340,FALL IMMINENT
2026-06-06 19:23:45,932.9,229.4,0.696,60,340,FALL IMMINENT
2026-06-06 19:23:45,932.9,229.4,0.696,60,340,FALL IMMINENT
2026-06-06 19:23:45,932.9,229.4,0.696,60,340,FALL IMMINENT
2026-06-06 19:23:45,930.4,212.8,0.679,60,340,FALL IMMINENT
2026-06-06 19:23:45,930.4,212.8,0.679,60,340,FALL IMMINENT
2026-06-06 19:23:45,930.4,212.8,0.679,60,340,FALL IMMINENT
2026-06-06 19:23:45,931.1,224.3,0.703,60,340,FALL IMMINENT
2026-06-06 19:23:45,931.1,224.3,0.703,60,340,FALL IMMINENT
2026-06-06 19:23:45,931.1,224.3,0.703,60,340,FALL IMMINENT
2026-06-06 19:23:46,934.3,231.0,0.702,60,340,FALL IMMINENT
2026-06-06 19:23:46,934.3,231.0,0.702,60,340,FALL IMMINENT
2026-06-06 19:23:46,934.3,231.0,0.702,60,340,FALL IMMINENT
2026-06-06 19:23:46,940.2,242.3,0.728,60,340,FALL IMMINENT
2026-06-06 19:23:46,933.0,235.8,0.702,60,340,FALL IMMINENT
2026-06-06 19:23:46,933.0,235.8,0.702,60,340,FALL IMMINENT
2026-06-06 19:23:46,933.0,235.8,0.702,60,340,FALL IMMINENT
2026-06-06 19:23:46,924.7,230.2,0.705,60,340,FALL IMMINENT
2026-06-06 19:23:46,924.7,230.2,0.705,60,340,FALL IMMINENT
2026-06-06 19:23:47,924.7,230.2,0.705,60,340,FALL IMMINENT
2026-06-06 19:23:47,909.9,224.1,0.673,60,340,FALL IMMINENT
2026-06-06 19:23:47,909.9,224.1,0.673,60,340,FALL IMMINENT
2026-06-06 19:23:47,909.9,224.1,0.673,60,340,FALL IMMINENT
2026-06-06 19:23:47,927.8,226.2,0.689,60,340,FALL IMMINENT
2026-06-06 19:23:47,927.8,226.2,0.689,60,340,FALL IMMINENT
2026-06-06 19:23:47,927.8,226.2,0.689,60,340,FALL IMMINENT
2026-06-06 19:23:48,941.6,238.8,0.733,60,340,FALL IMMINENT
2026-06-06 19:23:48,941.6,238.8,0.733,60,340,FALL IMMINENT
2026-06-06 19:23:48,941.6,238.8,0.733,60,340,FALL IMMINENT
2026-06-06 19:23:49,933.8,239.2,0.709,60,340,FALL IMMINENT
2026-06-06 19:23:49,933.8,239.2,0.709,60,340,FALL IMMINENT
2026-06-06 19:23:49,933.8,239.2,0.709,60,340,FALL IMMINENT
2026-06-06 19:23:49,928.5,238.6,0.691,60,340,FALL IMMINENT
2026-06-06 19:23:49,938.3,240.7,0.720,60,340,FALL IMMINENT
2026-06-06 19:23:49,938.3,240.7,0.720,60,340,FALL IMMINENT
2026-06-06 19:23:49,938.3,240.7,0.720,60,340,FALL IMMINENT
2026-06-06 19:23:50,940.2,247.0,0.718,60,340,FALL IMMINENT
2026-06-06 19:23:50,940.2,247.0,0.718,60,340,FALL IMMINENT
2026-06-06 19:23:50,940.2,247.0,0.718,60,340,FALL IMMINENT
2026-06-06 19:23:50,942.0,238.8,0.723,60,340,FALL IMMINENT
2026-06-06 19:23:50,690.2,167.8,1.078,60,340,FALL IMMINENT
2026-06-06 19:23:50,690.2,167.8,1.078,60,340,FALL IMMINENT
2026-06-06 19:23:50,690.2,167.8,1.078,60,340,FALL IMMINENT
2026-06-06 19:23:51,926.0,244.3,0.706,60,340,FALL IMMINENT
2026-06-06 19:23:51,928.6,230.0,0.712,60,340,FALL IMMINENT
2026-06-06 19:23:51,928.6,230.0,0.712,60,340,FALL IMMINENT
2026-06-06 19:23:51,928.6,230.0,0.712,60,340,FALL IMMINENT
2026-06-06 19:23:51,931.7,226.4,0.703,60,340,FALL IMMINENT
2026-06-06 19:23:52,931.7,226.4,0.703,60,340,FALL IMMINENT
2026-06-06 19:23:52,931.7,226.4,0.703,60,340,FALL IMMINENT
2026-06-06 19:23:52,936.1,240.8,0.718,60,340,FALL IMMINENT
2026-06-06 19:23:52,936.1,240.8,0.718,60,340,FALL IMMINENT
2026-06-06 19:23:52,936.1,240.8,0.718,60,340,FALL IMMINENT
2026-06-06 19:23:52,934.3,225.8,0.691,60,340,FALL IMMINENT
2026-06-06 19:23:52,934.3,225.8,0.691,60,340,FALL IMMINENT
2026-06-06 19:23:52,934.3,225.8,0.691,60,340,FALL IMMINENT
2026-06-06 19:23:52,923.2,232.4,0.687,60,340,FALL IMMINENT
2026-06-06 19:23:52,923.2,232.4,0.687,60,340,FALL IMMINENT
2026-06-06 19:23:52,923.2,232.4,0.687,60,340,FALL IMMINENT
2026-06-06 19:23:52,932.7,231.9,0.708,60,340,FALL IMMINENT
2026-06-06 19:23:53,932.7,231.9,0.708,60,340,FALL IMMINENT
2026-06-06 19:23:53,932.7,231.9,0.708,60,340,FALL IMMINENT
2026-06-06 19:23:53,938.8,228.2,0.711,60,340,FALL IMMINENT
2026-06-06 19:23:53,938.8,228.2,0.711,60,340,FALL IMMINENT
2026-06-06 19:23:53,938.8,228.2,0.711,60,340,FALL IMMINENT
2026-06-06 19:23:53,938.1,243.7,0.708,60,340,FALL IMMINENT
2026-06-06 19:23:53,930.7,234.2,0.714,60,340,FALL IMMINENT
2026-06-06 19:23:54,930.7,234.2,0.714,60,340,FALL IMMINENT
2026-06-06 19:23:54,930.7,234.2,0.714,60,340,FALL IMMINENT
2026-06-06 19:23:54,933.5,235.8,0.698,60,340,FALL IMMINENT
2026-06-06 19:23:54,933.5,235.8,0.698,60,340,FALL IMMINENT
2026-06-06 19:23:54,933.5,235.8,0.698,60,340,FALL IMMINENT
2026-06-06 19:23:54,928.9,228.3,0.683,60,340,FALL IMMINENT
2026-06-06 19:23:54,928.9,228.3,0.683,60,340,FALL IMMINENT
2026-06-06 19:23:54,928.9,228.3,0.683,60,340,FALL IMMINENT
2026-06-06 19:23:55,939.0,234.6,0.713,60,340,FALL IMMINENT
2026-06-06 19:23:55,939.0,234.6,0.713,60,340,FALL IMMINENT
2026-06-06 19:23:55,939.0,234.6,0.713,60,340,FALL IMMINENT
2026-06-06 19:23:55,925.2,221.2,0.685,60,340,FALL IMMINENT
2026-06-06 19:23:55,925.2,221.2,0.685,60,340,FALL IMMINENT
2026-06-06 19:23:56,925.2,221.2,0.685,60,340,FALL IMMINENT
2026-06-06 19:23:56,681.6,170.8,1.096,60,340,FALL IMMINENT
2026-06-06 19:23:57,681.6,170.8,1.096,60,340,FALL IMMINENT
2026-06-06 19:23:57,681.6,170.8,1.096,60,340,FALL IMMINENT
2026-06-06 19:23:57,684.6,169.0,1.098,60,340,FALL IMMINENT
2026-06-06 19:23:57,684.6,169.0,1.098,60,340,FALL IMMINENT
2026-06-06 19:23:57,684.6,169.0,1.098,60,340,FALL IMMINENT
2026-06-06 19:23:57,682.5,166.6,1.110,60,340,FALL IMMINENT
2026-06-06 19:23:57,938.8,246.7,0.728,60,340,FALL IMMINENT
2026-06-06 19:23:57,938.8,246.7,0.728,60,340,FALL IMMINENT
2026-06-06 19:23:57,938.8,246.7,0.728,60,340,FALL IMMINENT
2026-06-06 19:23:58,935.4,233.5,0.713,60,340,FALL IMMINENT
2026-06-06 19:23:58,935.4,233.5,0.713,60,340,FALL IMMINENT
2026-06-06 19:23:58,935.4,233.5,0.713,60,340,FALL IMMINENT
2026-06-06 19:23:58,679.1,170.1,1.116,60,340,FALL IMMINENT
2026-06-06 19:24:00,912.3,230.9,0.682,60,340,FALL IMMINENT
2026-06-06 19:24:00,912.3,230.9,0.682,60,340,FALL IMMINENT
2026-06-06 19:24:00,912.3,230.9,0.682,60,340,FALL IMMINENT
2026-06-06 19:24:02,922.0,228.6,0.682,60,340,FALL IMMINENT
2026-06-06 19:24:02,922.0,228.6,0.682,60,340,FALL IMMINENT
2026-06-06 19:24:02,922.0,228.6,0.682,60,340,FALL IMMINENT
2026-06-06 19:24:02,687.7,172.9,1.073,60,340,FALL IMMINENT
2026-06-06 19:24:02,687.7,172.9,1.073,60,340,FALL IMMINENT
2026-06-06 19:24:02,687.7,172.9,1.073,60,340,FALL IMMINENT
2026-06-06 19:24:03,935.3,232.7,0.711,60,340,FALL IMMINENT
2026-06-06 19:24:03,935.3,232.7,0.711,60,340,FALL IMMINENT
2026-06-06 19:24:03,935.3,232.7,0.711,60,340,FALL IMMINENT
2026-06-06 19:24:04,686.9,167.6,1.079,60,340,FALL IMMINENT
2026-06-06 19:24:04,686.9,167.6,1.079,60,340,FALL IMMINENT
2026-06-06 19:24:04,686.9,167.6,1.079,60,340,FALL IMMINENT
2026-06-06 19:24:04,931.2,225.6,0.704,60,340,FALL IMMINENT
2026-06-06 19:24:04,931.2,225.6,0.704,60,340,FALL IMMINENT
2026-06-06 19:24:04,931.2,225.6,0.704,60,340,FALL IMMINENT
2026-06-06 19:24:06,921.2,230.0,0.698,60,340,FALL IMMINENT
2026-06-06 19:24:06,921.2,230.0,0.698,60,340,FALL IMMINENT
2026-06-06 19:24:06,921.2,230.0,0.698,60,340,FALL IMMINENT
2026-06-06 19:24:06,927.6,224.5,0.700,60,340,FALL IMMINENT
2026-06-06 19:24:06,927.6,224.5,0.700,60,340,FALL IMMINENT
2026-06-06 19:24:06,927.6,224.5,0.700,60,340,FALL IMMINENT
2026-06-06 19:24:07,931.9,242.3,0.715,60,340,FALL IMMINENT
2026-06-06 19:24:07,931.9,242.3,0.715,60,340,FALL IMMINENT
2026-06-06 19:24:07,931.9,242.3,0.715,60,340,FALL IMMINENT
2026-06-06 19:24:08,921.6,224.8,0.687,60,340,FALL IMMINENT
2026-06-06 19:24:08,921.6,224.8,0.687,60,340,FALL IMMINENT
2026-06-06 19:24:08,937.4,236.0,0.715,60,340,FALL IMMINENT
2026-06-06 19:24:08,937.4,236.0,0.715,60,340,FALL IMMINENT
2026-06-06 19:24:08,937.4,236.0,0.715,60,340,FALL IMMINENT
2026-06-06 19:24:08,931.2,229.9,0.702,60,340,FALL IMMINENT
2026-06-06 19:24:08,931.2,229.9,0.702,60,340,FALL IMMINENT
2026-06-06 19:24:08,931.2,229.9,0.702,60,340,FALL IMMINENT
2026-06-06 19:24:08,941.3,240.5,0.729,60,340,FALL IMMINENT
2026-06-06 19:24:09,941.3,240.5,0.729,60,340,FALL IMMINENT
2026-06-06 19:24:09,941.3,240.5,0.729,60,340,FALL IMMINENT
2026-06-06 19:24:10,927.4,231.4,0.699,60,340,FALL IMMINENT
2026-06-06 19:24:10,927.4,231.4,0.699,60,340,FALL IMMINENT
2026-06-06 19:24:10,927.4,231.4,0.699,60,340,FALL IMMINENT
2026-06-06 19:24:11,939.9,239.3,0.728,60,340,FALL IMMINENT
2026-06-06 19:24:11,939.9,239.3,0.728,60,340,FALL IMMINENT
2026-06-06 19:24:11,939.9,239.3,0.728,60,340,FALL IMMINENT
2026-06-06 19:24:11,925.3,222.5,0.692,60,340,FALL IMMINENT
2026-06-06 19:24:11,925.3,222.5,0.692,60,340,FALL IMMINENT
2026-06-06 19:24:11,925.3,222.5,0.692,60,340,FALL IMMINENT
2026-06-06 19:24:11,928.0,237.3,0.700,60,340,FALL IMMINENT
2026-06-06 19:24:11,928.0,237.3,0.700,60,340,FALL IMMINENT
2026-06-06 19:24:11,928.0,237.3,0.700,60,340,FALL IMMINENT
2026-06-06 19:24:11,915.6,224.7,0.683,60,340,FALL IMMINENT
2026-06-06 19:24:11,915.6,224.7,0.683,60,340,FALL IMMINENT
2026-06-06 19:24:12,915.6,224.7,0.683,60,340,FALL IMMINENT
2026-06-06 19:24:12,937.6,242.4,0.724,60,340,FALL IMMINENT
2026-06-06 19:24:12,937.6,242.4,0.724,60,340,FALL IMMINENT
2026-06-06 19:24:12,931.6,229.4,0.711,60,340,FALL IMMINENT
2026-06-06 19:24:12,931.6,229.4,0.711,60,340,FALL IMMINENT
2026-06-06 19:24:12,931.6,229.4,0.711,60,340,FALL IMMINENT
2026-06-06 19:24:12,927.9,227.0,0.698,60,340,FALL IMMINENT
2026-06-06 19:24:12,927.9,227.0,0.698,60,340,FALL IMMINENT
2026-06-06 19:24:12,927.9,227.0,0.698,60,340,FALL IMMINENT
2026-06-06 19:24:13,937.8,240.3,0.728,60,340,FALL IMMINENT
2026-06-06 19:24:13,937.8,240.3,0.728,60,340,FALL IMMINENT
2026-06-06 19:24:13,937.8,240.3,0.728,60,340,FALL IMMINENT
2026-06-06 19:24:13,933.2,237.9,0.714,60,340,FALL IMMINENT
2026-06-06 19:24:13,933.2,237.9,0.714,60,340,FALL IMMINENT
2026-06-06 19:24:13,933.2,237.9,0.714,60,340,FALL IMMINENT
2026-06-06 19:24:14,671.7,166.9,1.147,60,340,FALL IMMINENT
2026-06-06 19:24:15,671.7,166.9,1.147,60,340,FALL IMMINENT
2026-06-06 19:24:15,671.7,166.9,1.147,60,340,FALL IMMINENT
2026-06-06 19:24:15,921.5,228.2,0.705,60,340,FALL IMMINENT
2026-06-06 19:24:15,921.5,228.2,0.705,60,340,FALL IMMINENT
2026-06-06 19:24:15,921.5,228.2,0.705,60,340,FALL IMMINENT
2026-06-06 19:24:15,931.1,224.3,0.701,60,340,FALL IMMINENT
2026-06-06 19:24:15,931.1,224.3,0.701,60,340,FALL IMMINENT
2026-06-06 19:24:15,931.1,224.3,0.701,60,340,FALL IMMINENT
2026-06-06 19:24:16,939.3,242.8,0.700,60,340,FALL IMMINENT
2026-06-06 19:24:16,939.3,242.8,0.700,60,340,FALL IMMINENT
2026-06-06 19:24:16,939.3,242.8,0.700,60,340,FALL IMMINENT
2026-06-06 19:24:16,689.8,168.6,1.061,60,340,FALL IMMINENT
2026-06-06 19:24:16,689.8,168.6,1.061,60,340,FALL IMMINENT
2026-06-06 19:24:16,689.8,168.6,1.061,60,340,FALL IMMINENT
2026-06-06 19:24:17,676.9,167.0,1.137,60,340,FALL IMMINENT
2026-06-06 19:24:18,938.6,235.1,0.705,60,340,FALL IMMINENT
2026-06-06 19:24:18,938.6,235.1,0.705,60,340,FALL IMMINENT
2026-06-06 19:24:18,938.6,235.1,0.705,60,340,FALL IMMINENT
2026-06-06 19:24:18,936.4,230.5,0.711,60,340,FALL IMMINENT
2026-06-06 19:24:18,936.4,230.5,0.711,60,340,FALL IMMINENT
2026-06-06 19:24:18,936.4,230.5,0.711,60,340,FALL IMMINENT
2026-06-06 19:24:18,940.4,239.7,0.730,60,340,FALL IMMINENT
2026-06-06 19:24:18,940.4,239.7,0.730,60,340,FALL IMMINENT
2026-06-06 19:24:18,940.4,239.7,0.730,60,340,FALL IMMINENT
2026-06-06 19:24:18,686.8,170.5,1.074,60,340,FALL IMMINENT
2026-06-06 19:24:18,686.8,170.5,1.074,60,340,FALL IMMINENT
2026-06-06 19:24:19,686.8,170.5,1.074,60,340,FALL IMMINENT
2026-06-06 19:24:19,935.9,238.6,0.714,60,340,FALL IMMINENT
2026-06-06 19:24:19,935.9,238.6,0.714,60,340,FALL IMMINENT
2026-06-06 19:24:19,935.9,238.6,0.714,60,340,FALL IMMINENT
2026-06-06 19:24:19,929.0,234.3,0.701,60,340,FALL IMMINENT
2026-06-06 19:24:19,929.0,234.3,0.701,60,340,FALL IMMINENT
2026-06-06 19:24:19,929.0,234.3,0.701,60,340,FALL IMMINENT
2026-06-06 19:24:20,926.7,219.4,0.682,60,340,FALL IMMINENT
2026-06-06 19:24:20,926.7,219.4,0.682,60,340,FALL IMMINENT
2026-06-06 19:24:20,926.7,219.4,0.682,60,340,FALL IMMINENT
2026-06-06 19:24:20,929.6,227.4,0.706,60,340,FALL IMMINENT
2026-06-06 19:24:20,929.6,227.4,0.706,60,340,FALL IMMINENT
2026-06-06 19:24:20,929.6,227.4,0.706,60,340,FALL IMMINENT
2026-06-06 19:24:20,931.1,238.5,0.713,60,340,FALL IMMINENT
2026-06-06 19:24:20,931.1,238.5,0.713,60,340,FALL IMMINENT
2026-06-06 19:24:20,931.1,238.5,0.713,60,340,FALL IMMINENT
2026-06-06 19:24:21,689.1,169.1,1.070,60,340,FALL IMMINENT
2026-06-06 19:24:21,689.1,169.1,1.070,60,340,FALL IMMINENT
2026-06-06 19:24:21,689.1,169.1,1.070,60,340,FALL IMMINENT
2026-06-06 19:24:21,925.9,220.3,0.683,60,340,FALL IMMINENT
2026-06-06 19:24:21,925.9,220.3,0.683,60,340,FALL IMMINENT
2026-06-06 19:24:21,925.9,220.3,0.683,60,340,FALL IMMINENT
2026-06-06 19:24:23,937.1,242.0,0.724,60,340,FALL IMMINENT
2026-06-06 19:24:23,937.1,242.0,0.724,60,340,FALL IMMINENT
2026-06-06 19:24:23,937.1,242.0,0.724,60,340,FALL IMMINENT
2026-06-06 19:24:23,681.5,170.0,1.096,60,340,FALL IMMINENT
2026-06-06 19:24:23,681.5,170.0,1.096,60,340,FALL IMMINENT
2026-06-06 19:24:23,681.5,170.0,1.096,60,340,FALL IMMINENT
2026-06-06 19:24:23,930.8,239.3,0.707,60,340,FALL IMMINENT
2026-06-06 19:24:23,930.8,239.3,0.707,60,340,FALL IMMINENT
2026-06-06 19:24:23,930.8,239.3,0.707,60,340,FALL IMMINENT
2026-06-06 19:24:24,922.8,227.7,0.682,60,340,FALL IMMINENT
2026-06-06 19:24:24,922.8,227.7,0.682,60,340,FALL IMMINENT
2026-06-06 19:24:24,928.8,227.8,0.707,60,340,FALL IMMINENT
2026-06-06 19:24:24,928.8,227.8,0.707,60,340,FALL IMMINENT
2026-06-06 19:24:24,928.8,227.8,0.707,60,340,FALL IMMINENT
2026-06-06 19:24:25,936.8,239.0,0.721,60,340,FALL IMMINENT
2026-06-06 19:24:25,936.8,239.0,0.721,60,340,FALL IMMINENT
2026-06-06 19:24:25,936.8,239.0,0.721,60,340,FALL IMMINENT
2026-06-06 19:24:26,686.2,168.9,1.077,60,340,FALL IMMINENT
2026-06-06 19:24:26,686.2,168.9,1.077,60,340,FALL IMMINENT
2026-06-06 19:24:26,686.2,168.9,1.077,60,340,FALL IMMINENT
2026-06-06 19:24:27,932.0,229.4,0.699,60,340,FALL IMMINENT
2026-06-06 19:24:27,932.0,229.4,0.699,60,340,FALL IMMINENT
2026-06-06 19:24:27,932.0,229.4,0.699,60,340,FALL IMMINENT
2026-06-06 19:24:28,940.4,239.7,0.726,60,340,FALL IMMINENT
2026-06-06 19:24:28,940.4,239.7,0.726,60,340,FALL IMMINENT
2026-06-06 19:24:28,940.4,239.7,0.726,60,340,FALL IMMINENT
2026-06-06 19:24:30,925.0,228.0,0.697,60,340,FALL IMMINENT
2026-06-06 19:24:30,925.0,228.0,0.697,60,340,FALL IMMINENT
2026-06-06 19:24:30,925.0,228.0,0.697,60,340,FALL IMMINENT
2026-06-06 19:24:30,909.3,226.7,0.668,60,340,FALL IMMINENT
2026-06-06 19:24:30,909.3,226.7,0.668,60,340,FALL IMMINENT
2026-06-06 19:24:30,909.3,226.7,0.668,60,340,FALL IMMINENT
2026-06-06 19:24:30,938.9,243.2,0.716,60,340,FALL IMMINENT
2026-06-06 19:24:30,938.9,243.2,0.716,60,340,FALL IMMINENT
2026-06-06 19:24:31,938.9,243.2,0.716,60,340,FALL IMMINENT
2026-06-06 19:24:31,937.7,243.3,0.720,60,340,FALL IMMINENT
2026-06-06 19:24:31,937.7,243.3,0.720,60,340,FALL IMMINENT
2026-06-06 19:24:31,937.7,243.3,0.720,60,340,FALL IMMINENT
2026-06-06 19:24:32,935.6,235.2,0.706,60,340,FALL IMMINENT
2026-06-06 19:24:32,935.6,235.2,0.706,60,340,FALL IMMINENT
2026-06-06 19:24:32,935.6,235.2,0.706,60,340,FALL IMMINENT
2026-06-06 19:24:32,929.7,227.8,0.693,60,340,FALL IMMINENT
2026-06-06 19:24:32,929.7,227.8,0.693,60,340,FALL IMMINENT
2026-06-06 19:24:32,929.7,227.8,0.693,60,340,FALL IMMINENT
2026-06-06 19:24:32,914.7,229.4,0.682,60,340,FALL IMMINENT
2026-06-06 19:24:33,914.7,229.4,0.682,60,340,FALL IMMINENT
2026-06-06 19:24:33,914.7,229.4,0.682,60,340,FALL IMMINENT
2026-06-06 19:24:33,911.9,241.1,0.679,60,340,FALL IMMINENT
2026-06-06 19:24:33,911.9,241.1,0.679,60,340,FALL IMMINENT
2026-06-06 19:24:33,911.9,241.1,0.679,60,340,FALL IMMINENT
2026-06-06 19:24:34,931.7,231.1,0.714,60,340,FALL IMMINENT
2026-06-06 19:24:34,931.7,231.1,0.714,60,340,FALL IMMINENT
2026-06-06 19:24:34,931.7,231.1,0.714,60,340,FALL IMMINENT
2026-06-06 19:24:34,924.6,228.5,0.701,60,340,FALL IMMINENT
2026-06-06 19:24:34,924.6,228.5,0.701,60,340,FALL IMMINENT
2026-06-06 19:24:34,924.6,228.5,0.701,60,340,FALL IMMINENT
2026-06-06 19:24:35,917.0,226.3,0.681,60,340,FALL IMMINENT
2026-06-06 19:24:35,917.0,226.3,0.681,60,340,FALL IMMINENT
2026-06-06 19:24:35,917.0,226.3,0.681,60,340,FALL IMMINENT
2026-06-06 19:24:35,931.7,230.7,0.717,60,340,FALL IMMINENT
2026-06-06 19:24:35,931.7,230.7,0.717,60,340,FALL IMMINENT
2026-06-06 19:24:35,931.7,230.7,0.717,60,340,FALL IMMINENT
2026-06-06 19:24:36,921.6,224.4,0.692,60,340,FALL IMMINENT
2026-06-06 19:24:36,921.6,224.4,0.692,60,340,FALL IMMINENT
2026-06-06 19:24:36,921.6,224.4,0.692,60,340,FALL IMMINENT
2026-06-06 19:24:36,926.3,224.1,0.693,60,340,FALL IMMINENT
2026-06-06 19:24:36,926.3,224.1,0.693,60,340,FALL IMMINENT
2026-06-06 19:24:36,926.3,224.1,0.693,60,340,FALL IMMINENT
2026-06-06 19:24:37,925.1,243.9,0.710,60,340,FALL IMMINENT
2026-06-06 19:24:37,925.1,243.9,0.710,60,340,FALL IMMINENT
2026-06-06 19:24:37,925.1,243.9,0.710,60,340,FALL IMMINENT
2026-06-06 19:24:37,927.1,228.4,0.707,60,340,FALL IMMINENT
2026-06-06 19:24:37,927.1,228.4,0.707,60,340,FALL IMMINENT
2026-06-06 19:24:37,927.1,228.4,0.707,60,340,FALL IMMINENT
2026-06-06 19:24:37,926.0,239.6,0.702,60,340,FALL IMMINENT
2026-06-06 19:24:37,926.0,239.6,0.702,60,340,FALL IMMINENT
2026-06-06 19:24:37,926.0,239.6,0.702,60,340,FALL IMMINENT
2026-06-06 19:24:38,923.2,232.9,0.686,60,340,FALL IMMINENT
2026-06-06 19:24:38,923.2,232.9,0.686,60,340,FALL IMMINENT
2026-06-06 19:24:38,923.2,232.9,0.686,60,340,FALL IMMINENT
2026-06-06 19:24:39,916.4,229.4,0.679,60,340,FALL IMMINENT
2026-06-06 19:24:39,916.4,229.4,0.679,60,340,FALL IMMINENT
2026-06-06 19:24:39,933.9,240.5,0.708,60,340,FALL IMMINENT
2026-06-06 19:24:39,933.9,240.5,0.708,60,340,FALL IMMINENT
2026-06-06 19:24:39,933.9,240.5,0.708,60,340,FALL IMMINENT
2026-06-06 19:24:39,690.1,162.0,1.086,60,340,FALL IMMINENT
2026-06-06 19:24:39,690.1,162.0,1.086,60,340,FALL IMMINENT
2026-06-06 19:24:39,690.1,162.0,1.086,60,340,FALL IMMINENT
2026-06-06 19:24:39,923.2,218.3,0.681,60,340,FALL IMMINENT
2026-06-06 19:24:39,923.2,218.3,0.681,60,340,FALL IMMINENT
2026-06-06 19:24:39,923.2,218.3,0.681,60,340,FALL IMMINENT
2026-06-06 19:24:40,909.9,224.1,0.673,60,340,FALL IMMINENT
2026-06-06 19:24:40,909.9,224.1,0.673,60,340,FALL IMMINENT
2026-06-06 19:24:40,909.9,224.1,0.673,60,340,FALL IMMINENT
